TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K6002,1862,102C,05:03:00,05:03:30,G
K6004,1862,102C,05:18:00,05:18:30,G
K6006,1862,102C,05:33:00,05:33:30,G
K6008,1862,102C,05:43:00,05:43:30,G
K6010,1846,102C,05:53:10,05:53:40,G
K6012,1862,102C,06:03:00,06:03:30,G
K6014,1846,102C,06:13:10,06:13:40,G
K6016,1862,102C,06:23:00,06:23:30,G
K6018,1846,102C,06:33:10,06:33:40,G
K6020,1862,102C,06:41:00,06:41:30,G
K6022,1846,102C,06:49:10,06:49:40,G
K6024,1862,102C,06:57:00,06:57:30,G
K6026,1862,102C,07:05:00,07:05:30,G
K6028,1846,102C,07:13:10,07:13:40,G
K6030,1862,102C,07:22:00,07:22:30,G
K6032,1846,102C,07:30:10,07:30:40,G
K6034,1862,102C,07:38:00,07:38:30,G
K6036,1846,102C,07:46:10,07:46:40,G
K6038,1862,102C,07:54:00,07:54:30,G
K6040,1846,102C,08:02:10,08:02:40,G
K6042,1862,102C,08:11:00,08:11:30,G
K6044,1846,102C,08:18:10,08:18:40,G
K6046,1862,102C,08:27:00,08:27:30,G
K6048,1846,102C,08:34:10,08:34:40,G
K6050,1862,102C,08:43:00,08:43:30,G
K6052,1846,102C,08:50:10,08:50:40,G
K6054,1862,102C,08:58:00,08:58:30,G
K6056,1846,102C,09:05:10,09:05:40,G
K6058,1862,102C,09:13:00,09:13:30,G
K6060,1846,102C,09:20:10,09:20:40,G
K6062,1862,102C,09:28:00,09:28:30,G
K6064,1846,102C,09:34:10,09:34:40,G
K6066,1862,102C,09:42:00,09:42:30,G
K6068,1846,102C,09:48:10,09:48:40,G
K6070,1862,102C,09:56:00,09:56:30,G
K6072,1846,102C,10:02:10,10:02:40,G
K6074,1862,102C,10:10:00,10:10:30,G
K6076,1862,102C,10:17:00,10:17:30,G
K6078,1846,102C,10:23:10,10:23:40,G
K6080,1862,102C,10:31:00,10:31:30,G
K6082,1846,102C,10:37:10,10:37:40,G
K6084,1862,102C,10:45:00,10:45:30,G
K6086,1846,102C,10:51:10,10:51:40,G
K6088,1862,102C,10:59:00,10:59:30,G
K6090,1846,102C,11:05:10,11:05:40,G
K6092,1862,102C,11:14:00,11:14:30,G
K6094,1862,102C,11:20:00,11:20:30,G
K6096,1846,102C,11:26:10,11:26:40,G
K6098,1862,102C,11:34:00,11:34:30,G
K6100,1846,102C,11:40:10,11:40:40,G
K6102,1862,102C,11:48:00,11:48:30,G
K6104,1846,102C,11:54:10,11:54:40,G
K6106,1862,102C,12:02:00,12:02:30,G
K6108,1846,102C,12:08:10,12:08:40,G
K6110,1862,102C,12:16:00,12:16:30,G
K6112,1846,102C,12:22:10,12:22:40,G
K6114,1862,102C,12:30:00,12:30:30,G
K6116,1846,102C,12:36:10,12:36:40,G
K6118,1862,102C,12:44:00,12:44:30,G
K6120,1846,102C,12:50:10,12:50:40,G
K6122,1862,102C,12:58:00,12:58:30,G
K6124,1846,102C,13:04:10,13:04:40,G
K6126,1862,102C,13:12:00,13:12:30,G
K6128,1846,102C,13:18:10,13:18:40,G
K6130,1862,102C,13:26:00,13:26:30,G
K6132,1846,102C,13:32:10,13:32:40,G
K6134,1862,102C,13:40:00,13:40:30,G
K6136,1846,102C,13:46:10,13:46:40,G
K6138,1862,102C,13:54:00,13:54:30,G
K6140,1846,102C,14:00:10,14:00:40,G
K6142,1862,102C,14:08:00,14:08:30,G
K6144,1846,102C,14:14:10,14:14:40,G
K6146,1862,102C,14:22:00,14:22:30,G
K6148,1846,102C,14:28:10,14:28:40,G
K6150,1862,102C,14:36:00,14:36:30,G
K6152,1846,102C,14:42:10,14:42:40,G
K6154,1862,102C,14:50:00,14:50:30,G
K6156,1846,102C,14:56:10,14:56:40,G
K6158,1862,102C,15:04:00,15:04:30,G
K6160,1846,102C,15:10:10,15:10:40,G
K6162,1862,102C,15:18:00,15:18:30,G
K6164,1846,102C,15:24:10,15:24:40,G
K6166,1862,102C,15:32:00,15:32:30,G
K6168,1846,102C,15:38:10,15:38:40,G
K6170,1862,102C,15:46:00,15:46:30,G
K6172,1846,102C,15:52:10,15:52:40,G
K6174,1862,102C,16:00:00,16:00:30,G
K6176,1846,102C,16:06:10,16:06:40,G
K6178,1862,102C,16:14:00,16:14:30,G
K6180,1846,102C,16:20:10,16:20:40,G
K6182,1862,102C,16:28:00,16:28:30,G
K6184,1846,102C,16:34:10,16:34:40,G
K6186,1862,102C,16:42:00,16:42:30,G
K6188,1846,102C,16:48:10,16:48:40,G
K6190,1862,102C,16:56:00,16:56:30,G
K6192,1846,102C,17:02:10,17:02:40,G
K6194,1862,102C,17:10:00,17:10:30,G
K6196,1846,102C,17:16:10,17:16:40,G
K6198,1862,102C,17:24:00,17:24:30,G
K6200,1846,102C,17:30:10,17:30:40,G
K6202,1862,102C,17:38:00,17:38:30,G
K6204,1846,102C,17:44:10,17:44:40,G
K6206,1862,102C,17:52:00,17:52:30,G
K6208,1846,102C,17:59:10,17:59:40,G
K6210,1862,102C,18:07:00,18:07:30,G
K6212,1846,102C,18:13:10,18:13:40,G
K6214,1862,102C,18:21:00,18:21:30,G
K6216,1846,102C,18:27:10,18:27:40,G
K6218,1862,102C,18:35:00,18:35:30,G
K6220,1846,102C,18:41:10,18:41:40,G
K6222,1862,102C,18:49:00,18:49:30,G
K6224,1846,102C,18:56:10,18:56:40,G
K6226,1862,102C,19:05:00,19:05:30,G
