TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K601,1728,1408,05:51:00,05:51:30,G
K605,1716,1408,06:28:00,06:28:30,G
K607,1701,1408,06:55:30,06:56:00,G
K609,1701,1408,07:22:30,07:23:00,G
K611,1701,1408,07:46:00,07:46:30,G
K613,1701,1408,08:11:00,08:11:30,G
K615,1701,1408,08:43:30,08:44:00,G
K619,1019,1408,09:25:00,09:25:30,G
K621,1716,1408,09:36:00,09:36:30,G
K625,0158,1408,10:08:00,10:08:30,G
K627,1019,1408,10:22:00,10:22:30,G
K631,0158,1408,11:07:00,11:07:30,G
K635,0158,1408,11:52:00,11:52:30,G
K639,0158,1408,12:28:30,12:29:00,G
K643,1019,1408,13:11:30,13:12:00,G
K647,0158,1408,13:52:00,13:52:30,G
K651,0158,1408,14:31:30,14:32:00,G
K655,0158,1408,15:12:00,15:12:30,G
K1953,1003,1408,15:34:00,15:34:30,D
K659,0158,1408,15:52:00,15:52:30,G
K665,0158,1408,16:27:30,16:28:00,G
K669,0158,1408,17:08:30,17:09:00,G
K675,0158,1408,17:46:00,17:46:30,G
K681,0158,1408,18:27:30,18:28:00,G
K1919,1003,1408,18:52:00,18:52:30,D
K685,0158,1408,19:07:00,19:07:30,G
K687,0158,1408,19:27:30,19:28:00,G
K691,0158,1408,20:04:30,20:05:00,G
K1923,1003,1408,20:32:00,20:32:30,D
K695,1019,1408,20:41:00,20:41:30,G
K699,0158,1408,21:17:30,21:18:00,G
K701,0158,1408,21:36:30,21:37:00,G
K705,0158,1408,22:16:00,22:16:30,G
K707,0158,1408,22:24:30,22:25:00,G
K713,0158,1408,23:11:30,23:12:00,G
K717,1716,1408,23:48:00,23:48:30,G
K721,0158,1408,24:25:00,24:25:30,G
