TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K2202,1251,1284,05:45:30,05:46:00,G
K2204,1251,1284,06:51:00,06:51:30,G
K2206,1251,0300,08:11:00,08:11:30,G
K2208,1251,1284,09:33:00,09:33:30,G
K2210,1251,0300,10:36:00,10:36:30,G
K2212,1251,0300,11:24:00,11:24:30,G
K2214,1251,0300,12:41:00,12:41:30,G
K2216,1251,0300,13:31:00,13:31:30,G
K2218,1251,0300,14:36:00,14:36:30,G
K2220,1251,0300,15:36:00,15:36:30,G
K2222,1251,0300,16:21:00,16:21:30,G
K2224,1251,0300,17:28:00,17:28:30,G
K2226,1251,0300,18:16:00,18:16:30,G
K2228,1251,0300,19:26:00,19:26:30,G
K2230,1251,0300,20:36:00,20:36:30,G
K2232,1251,1284,21:07:00,21:07:30,G
K2234,1251,1284,22:21:00,22:21:30,G
K2236,1251,1284,23:37:00,23:37:30,G
