TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
3002,1950,1958,05:42:30,05:43:00,G
3004K,1950,1958,05:55:00,05:55:30,G
3006,1950,1958,06:08:30,06:09:00,G
3008,0323,1958,06:22:00,06:22:30,G
3010,0334,1958,06:40:30,06:41:00,G
3012,0339,1958,06:50:00,06:50:30,G
3014K,0342,1958,06:58:30,06:59:00,G
3018K,0342,1958,07:11:30,07:12:00,G
3022,0342,1958,07:24:00,07:24:30,G
3026,0342,1958,07:35:30,07:36:00,G
3030,0342,1958,07:48:30,07:49:00,G
3034K,1950,1958,07:54:30,07:55:00,G
3036,0342,1958,08:00:30,08:01:00,G
3038,0342,1958,08:06:30,08:07:00,G
3042,0342,1958,08:18:30,08:19:00,G
3046K,0342,1958,08:30:30,08:31:00,G
3050K,0342,1958,08:42:30,08:43:00,G
3054,0342,1958,08:53:30,08:54:00,G
3056K,0342,1958,08:58:30,08:59:00,G
3058,0342,1958,09:04:30,09:05:00,G
3062K,1950,1958,09:10:30,09:11:00,G
3064,0342,1958,09:16:30,09:17:00,G
3068,0342,1958,09:28:30,09:29:00,G
3072,0342,1958,09:40:30,09:41:00,G
3076,0342,1958,09:54:30,09:55:00,G
3080,0342,1958,10:06:30,10:07:00,G
3084,0342,1958,10:18:30,10:19:00,G
3088,1950,1958,10:24:30,10:25:00,G
3090,0339,1958,10:30:30,10:31:00,G
3094,0342,1958,10:42:30,10:43:00,G
3096K,0342,1958,10:48:30,10:49:00,G
3098,0342,1958,10:54:30,10:55:00,G
3102,0342,1958,11:06:30,11:07:00,G
3104,0342,1958,11:12:30,11:13:00,G
3108,0342,1958,11:24:30,11:25:00,G
3110K,0342,1958,11:30:30,11:31:00,G
3114,0342,1958,11:42:30,11:43:00,G
3118K,0342,1958,11:54:30,11:55:00,G
3122K,0342,1958,12:06:30,12:07:00,G
3124K,0342,1958,12:12:30,12:13:00,G
3126,0342,1958,12:18:30,12:19:00,G
3130K,0342,1958,12:30:30,12:31:00,G
3134,0342,1958,12:42:30,12:43:00,G
3138,0342,1958,12:54:30,12:55:00,G
3142,0342,1958,13:06:30,13:07:00,G
3146,0342,1958,13:18:30,13:19:00,G
3150,0342,1958,13:30:30,13:31:00,G
3154,0339,1958,13:42:30,13:43:00,G
3158,0342,1958,13:54:30,13:55:00,G
3162,0342,1958,14:06:30,14:07:00,G
3166,0342,1958,14:18:30,14:19:00,G
3170K,0342,1958,14:30:30,14:31:00,G
3174,0342,1958,14:42:30,14:43:00,G
3178,0342,1958,14:54:30,14:55:00,G
3182,0342,1958,15:06:30,15:07:00,G
3186K,0342,1958,15:18:30,15:19:00,G
3190,0342,1958,15:29:30,15:30:00,G
3194,0342,1958,15:40:30,15:41:00,G
3704K,0342,1958,15:45:30,15:46:00,G
3198,0342,1958,15:55:30,15:56:00,G
3202,0342,1958,16:06:30,16:07:00,G
3206,0342,1958,16:18:30,16:19:00,G
3210,0342,1958,16:30:30,16:31:00,G
3214,0342,1958,16:42:30,16:43:00,G
3218,0342,1958,16:54:30,16:55:00,G
3222K,1950,1958,17:00:30,17:01:00,G
3224,0342,1958,17:06:30,17:07:00,G
3230,0342,1958,17:18:30,17:19:00,G
3706K,1950,1958,17:24:30,17:25:00,G
3234,0342,1958,17:30:30,17:31:00,G
3238K,0342,1958,17:42:30,17:43:00,G
3242,0342,1958,17:54:30,17:55:00,G
3244K,0342,1958,18:00:30,18:01:00,G
3246K,0342,1958,18:06:30,18:07:00,G
3250,0342,1958,18:18:30,18:19:00,G
3254K,0342,1958,18:30:30,18:31:00,G
3260,0342,1958,18:42:30,18:43:00,G
3262K,0342,1958,18:48:30,18:49:00,G
3266,0342,1958,19:01:30,19:02:00,G
3270,0342,1958,19:15:30,19:16:00,G
3272,0342,1958,19:22:30,19:23:00,G
3276K,1950,1958,19:29:30,19:30:00,G
3278,0342,1958,19:36:30,19:37:00,G
3282,0342,1958,19:48:30,19:49:00,G
3286,0342,1958,20:00:30,20:01:00,G
3290,0342,1958,20:12:30,20:13:00,G
3708K,1950,1958,20:18:30,20:19:00,G
3294,0342,1958,20:24:30,20:25:00,G
3296,0342,1958,20:31:00,20:31:30,G
3298K,0342,1958,20:36:30,20:37:00,G
3302,0342,1958,20:48:30,20:49:00,G
3306,0342,1958,21:00:30,21:01:00,G
3310,0342,1958,21:13:30,21:14:00,G
3312K,0342,1958,21:20:30,21:21:00,G
3314,0342,1958,21:27:30,21:28:00,G
3316,0342,1958,21:34:30,21:35:00,G
3320K,0342,1958,21:46:30,21:47:00,G
3322,0342,1958,21:53:00,21:53:30,G
3326,0342,1958,22:04:30,22:05:00,G
3328K,0342,1958,22:10:30,22:11:00,G
3330,0342,1958,22:17:30,22:18:00,G
3334,0342,1958,22:31:30,22:32:00,G
3338,0342,1958,22:45:30,22:46:00,G
3342K,0342,1958,22:59:30,23:00:00,G
3344,0342,1958,23:07:00,23:07:30,G
3348,0342,1958,23:22:30,23:23:00,G
3352K,0342,1958,23:37:30,23:38:00,G
3356K,0342,1958,23:55:00,23:55:30,G
