TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K6002,1862,102C,05:10:00,G
K6004,1862,102C,05:25:00,G
K6008,1862,102C,05:42:00,G
K6010,1846,102C,06:00:10,G
K6012,1862,102C,06:10:00,G
K6014,1846,102C,06:20:10,G
K6016,1862,102C,06:30:00,G
K6018,1846,102C,06:40:10,G
K6022,1846,102C,07:00:10,G
K6024,1862,102C,07:11:00,G
K6028,1846,102C,07:20:10,G
K6032,1846,102C,07:40:10,G
K6036,1862,102C,07:52:00,G
K6038,1846,102C,08:00:10,G
K6042,1862,102C,08:11:00,G
K6044,1846,102C,08:20:10,G
K6046,1862,102C,08:31:00,G
K6048,1846,102C,08:40:10,G
K6050,1862,102C,08:50:00,G
K6052,1846,102C,08:57:10,G
K6054,1862,102C,09:05:00,G
K6056,1846,102C,09:12:10,G
K6058,1862,102C,09:20:00,G
K6060,1846,102C,09:27:10,G
K6062,1862,102C,09:35:00,G
K6064,1846,102C,09:41:10,G
K6066,1862,102C,09:49:00,G
K6068,1846,102C,09:55:10,G
K6070,1862,102C,10:03:00,G
K6072,1846,102C,10:09:10,G
K6074,1862,102C,10:17:00,G
K6076,1862,102C,10:24:00,G
K6078,1846,102C,10:30:10,G
K6080,1862,102C,10:38:00,G
K6082,1846,102C,10:44:10,G
K6084,1862,102C,10:52:00,G
K6086,1846,102C,10:58:10,G
K6088,1862,102C,11:06:00,G
K6090,1846,102C,11:12:10,G
K6092,1862,102C,11:21:00,G
K6094,1862,102C,11:27:00,G
K6096,1846,102C,11:33:10,G
K6098,1862,102C,11:41:00,G
K6100,1846,102C,11:47:10,G
K6102,1862,102C,11:55:00,G
K6104,1846,102C,12:01:10,G
K6106,1862,102C,12:09:00,G
K6108,1846,102C,12:15:10,G
K6110,1862,102C,12:23:00,G
K6112,1846,102C,12:29:10,G
K6114,1862,102C,12:37:00,G
K6116,1846,102C,12:43:10,G
K6118,1862,102C,12:51:00,G
K6120,1846,102C,12:57:10,G
K6122,1862,102C,13:05:00,G
K6124,1846,102C,13:11:10,G
K6126,1862,102C,13:19:00,G
K6128,1846,102C,13:25:10,G
K6130,1862,102C,13:33:00,G
K6132,1846,102C,13:39:10,G
K6134,1862,102C,13:47:00,G
K6136,1846,102C,13:53:10,G
K6138,1862,102C,14:01:00,G
K6140,1846,102C,14:07:10,G
K6142,1862,102C,14:15:00,G
K6144,1846,102C,14:21:10,G
K6146,1862,102C,14:29:00,G
K6148,1846,102C,14:35:10,G
K6150,1862,102C,14:43:00,G
K6152,1846,102C,14:49:10,G
K6154,1862,102C,14:57:00,G
K6156,1846,102C,15:03:10,G
K6158,1862,102C,15:11:00,G
K6160,1846,102C,15:17:10,G
K6162,1862,102C,15:25:00,G
K6164,1846,102C,15:31:10,G
K6166,1862,102C,15:39:00,G
K6168,1846,102C,15:45:10,G
K6170,1862,102C,15:53:00,G
K6172,1846,102C,15:59:10,G
K6174,1862,102C,16:07:00,G
K6176,1846,102C,16:13:10,G
K6178,1862,102C,16:21:00,G
K6180,1846,102C,16:27:10,G
K6182,1862,102C,16:35:00,G
K6184,1846,102C,16:41:10,G
K6186,1862,102C,16:49:00,G
K6188,1846,102C,16:55:10,G
K6190,1862,102C,17:03:00,G
K6192,1846,102C,17:09:10,G
K6194,1862,102C,17:17:00,G
K6196,1846,102C,17:23:10,G
K6198,1862,102C,17:31:00,G
K6200,1846,102C,17:37:10,G
K6202,1862,102C,17:45:00,G
K6204,1846,102C,17:51:10,G
K6206,1862,102C,17:59:00,G
K6208,1846,102C,18:06:10,G
K6210,1862,102C,18:14:00,G
K6212,1846,102C,18:20:10,G
K6214,1862,102C,18:28:00,G
K6216,1846,102C,18:34:10,G
K6218,1862,102C,18:42:00,G
K6220,1846,102C,18:48:10,G
K6222,1862,102C,18:56:00,G
K6224,1846,102C,19:03:10,G
K6226,1862,102C,19:12:00,G
K6228,1846,102C,19:19:10,G
K6230,1862,102C,19:29:00,G
K6232,1846,102C,19:37:10,G
K6234,1846,102C,19:46:10,G
K6238,1846,102C,20:00:10,G
K6240,1846,102C,20:14:10,G
K6242,1846,102C,20:27:10,G
K6246,1846,102C,20:40:10,G
K6250,1846,102C,21:00:10,G
K6254,1846,102C,21:20:10,G
K6256,1846,102C,21:35:10,G
K6258,1862,102C,21:46:00,G
K6260,1846,102C,21:55:10,G
K6262,1862,102C,22:09:00,G
K6264,1846,102C,22:16:10,G
K6266,1846,102C,22:31:10,G
K6268,1846,102C,22:45:10,G
K6270,1846,102C,23:00:10,G
K6272,1846,102C,23:20:10,G
K6274,1846,102C,23:40:10,G
