TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K8006,1329,1306,05:35:40,05:36:00,G
K8010,1329,1306,06:21:00,06:21:30,G
K8012,1329,1309,06:57:40,06:58:00,G
K8014,1329,1309,07:24:40,07:25:00,G
K8016,1329,1309,07:49:40,07:50:00,G
K8018,1329,1306,08:06:30,08:07:00,G
K8020,1329,1309,08:38:40,08:39:00,G
K8022,1329,1309,09:09:40,09:10:00,G
K8024,1329,1309,09:29:40,09:30:00,G
K8026,1329,1306,09:48:40,09:49:00,G
K8028,1329,1309,10:19:40,10:20:00,G
K8030,1329,1309,10:43:40,10:44:00,G
K8032,1329,1309,11:11:40,11:12:00,G
K8034,1329,1309,11:40:40,11:41:00,G
K8036,1329,1309,11:56:40,11:57:00,G
K8038,1329,1306,12:13:40,12:14:00,G
K8040,1329,1309,12:50:40,12:51:00,G
K8042,1329,1309,13:21:40,13:22:00,G
K8044,1329,1309,13:52:40,13:53:00,G
K8046,1329,1309,14:14:40,14:15:00,G
K8048,1329,1309,14:35:40,14:36:00,G
K8050,1329,1309,14:53:40,14:54:00,G
K8052,1329,1306,15:09:40,15:10:00,G
K8054,1329,1309,15:44:40,15:45:00,G
K8056,1329,1309,16:14:40,16:15:00,G
K8058,1329,1309,16:40:40,16:41:00,G
K8060,1329,1309,17:10:40,17:11:00,G
K8062,1329,1309,17:28:40,17:29:00,G
K8064,1329,1306,17:50:40,17:51:00,G
K8066,1329,1306,18:15:40,18:16:00,G
K8068,1329,1309,18:46:40,18:47:00,G
K8070,1329,1309,19:05:00,19:09:00,G
K8072,1329,1309,19:30:40,19:31:00,G
K8074,1329,1309,19:55:40,19:56:00,G
K8076,1329,1306,20:23:40,20:24:00,G
K8078,1329,1309,20:46:40,20:47:00,G
K8080,1329,1309,21:21:40,21:22:00,G
K8082,1329,1309,21:40:40,21:41:00,G
K8084,1329,1306,22:02:40,22:03:00,G
K8086,1329,1309,22:26:40,22:27:00,G
K8088,1329,1309,22:53:40,22:54:00,G
K8090,1329,1317,23:18:40,23:19:00,G
