TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
4507,0419,1762,06:04:30,06:05:00,G
4001,0411,0433,06:16:00,06:16:30,G
4509K,0409,1762,06:21:00,06:21:30,G
4003,0412,0433,06:27:00,06:27:30,G
4511,0409,1762,06:33:00,06:33:30,G
4005,0409,0433,06:39:00,06:39:30,G
4513,0409,1762,06:45:00,06:45:30,G
4007,0409,0433,06:51:00,06:51:30,G
4301,0409,1759,06:57:00,06:57:30,G
4009,0409,0433,07:03:00,07:03:30,G
4515,0409,1762,07:09:00,07:09:30,G
4011,0409,0433,07:15:00,07:15:30,G
4517,0409,1762,07:21:00,07:21:30,G
4013,0409,0433,07:27:00,07:27:30,G
4519,0409,1762,07:33:00,07:33:30,G
4015,0409,0433,07:39:00,07:39:30,G
4521,0409,1762,07:45:00,07:45:30,G
4523K,0409,1762,07:51:00,07:51:30,G
4017,0409,0433,07:57:00,07:57:30,G
4525K,0409,1762,08:03:00,08:03:30,G
4303K,0409,1759,08:09:00,08:09:30,G
4527K,0409,1762,08:15:00,08:15:30,G
4019,0409,0433,08:21:00,08:21:30,G
4529K,0409,1762,08:27:00,08:27:30,G
4021,0409,0433,08:33:00,08:33:30,G
4531,0409,1762,08:39:00,08:39:30,G
4023,0409,0433,08:45:00,08:45:30,G
4533K,0409,1762,08:51:00,08:51:30,G
4025,0409,0433,08:57:00,08:57:30,G
4535K,0409,1762,09:03:00,09:03:30,G
4027,0409,0433,09:09:00,09:09:30,G
4537,0409,1762,09:15:00,09:15:30,G
4029,0409,0433,09:21:00,09:21:30,G
4539K,0409,1762,09:27:00,09:27:30,G
4031,0409,0433,09:33:00,09:33:30,G
4541K,0409,1762,09:39:00,09:39:30,G
4033,0409,0433,09:45:00,09:45:30,G
4543K,0409,1762,09:51:00,09:51:30,G
4035,0409,0433,09:57:00,09:57:30,G
4545K,0409,1762,10:03:00,10:03:30,G
4037,0409,0433,10:09:00,10:09:30,G
4305,0409,1759,10:15:00,10:15:30,G
4547K,0409,1762,10:21:00,10:21:30,G
4039,0409,0433,10:27:00,10:27:30,G
4549K,0409,1762,10:33:00,10:33:30,G
4041,0409,0433,10:39:00,10:39:30,G
4551,0409,1762,10:45:00,10:45:30,G
4043,0409,0433,10:51:00,10:51:30,G
4553,0409,1762,10:57:00,10:57:30,G
4045,0409,0433,11:03:00,11:03:30,G
4555K,0409,1762,11:09:00,11:09:30,G
4047,0409,0433,11:15:00,11:15:30,G
4557,0409,1762,11:21:00,11:21:30,G
4049,0409,0433,11:27:00,11:27:30,G
4559,0409,1762,11:33:00,11:33:30,G
4051,0409,0433,11:39:00,11:39:30,G
4561,0409,1762,11:45:00,11:45:30,G
4053,0409,0433,11:51:00,11:51:30,G
4563,0409,1762,11:57:00,11:57:30,G
